id,date,category,cases,deaths,intensive
735,2020-06-03,40-64,639,30,3
736,2020-06-03,65+,330,92,5
740,2020-06-04,0-17,78,0,0
741,2020-06-04,18-39,464,3,0
742,2020-06-04,40-64,645,30,3
743,2020-06-04,65+,331,93,4
744,2020-06-05,0-17,78,0,0
745,2020-06-05,18-39,464,3,0
746,2020-06-05,40-64,645,30,3
747,2020-06-05,65+,331,93,4
748,2020-06-06,0-17,78,0,0
749,2020-06-06,18-39,464,3,0
750,2020-06-06,40-64,645,30,3
751,2020-06-06,65+,331,93,4
759,2020-06-07,0-17,78,0,0
760,2020-06-07,18-39,464,3,0
761,2020-06-07,40-64,645,30,3
762,2020-06-07,65+,331,93,4
763,2020-10-11,0-17,859,0,0
764,2020-10-11,18-39,5046,4,1
765,2020-10-11,40-64,4370,61,24
766,2020-10-11,65+,1416,215,42
767,2020-10-12,0-17,866,0,0
768,2020-10-12,18-39,5108,4,1
769,2020-10-12,40-64,4430,61,24
770,2020-10-12,65+,1435,217,41
771,2020-10-13,0-17,879,0,0
772,2020-10-13,18-39,5205,4,1
773,2020-10-13,40-64,4507,63,23
774,2020-10-13,65+,1457,218,40
775,2020-10-14,0-17,895,0,0
776,2020-10-14,18-39,5300,4,1
777,2020-10-14,40-64,4578,63,22
778,2020-10-14,65+,1478,223,41
779,2020-10-15,0-17,914,0,0
780,2020-10-15,18-39,5416,4,1
781,2020-10-15,40-64,4663,65,20
782,2020-10-15,65+,1501,232,37
783,2020-10-16,0-17,942,0,0
784,2020-10-16,18-39,5545,4,1
785,2020-10-16,40-64,4765,66,18
786,2020-10-16,65+,1528,236,38
787,2020-10-17,0-17,964,0,0
788,2020-10-17,18-39,5673,4,1
789,2020-10-17,40-64,4835,68,18
790,2020-10-17,65+,1548,240,40
791,2020-10-18,0-17,982,0,0
792,2020-10-18,18-39,5781,4,1
793,2020-10-18,40-64,4912,69,20
794,2020-10-18,65+,1572,243,39
795,2020-10-19,0-17,1007,0,0
796,2020-10-19,18-39,5901,4,1
797,2020-10-19,40-64,4974,69,20
798,2020-10-19,65+,1596,250,38
799,2020-10-20,0-17,1031,0,0
800,2020-10-20,18-39,6050,4,1
801,2020-10-20,40-64,5106,69,22
802,2020-10-20,65+,1625,256,37
803,2020-10-21,0-17,1063,0,0
804,2020-10-21,18-39,6258,4,1
805,2020-10-21,40-64,5262,71,21
806,2020-10-21,65+,1675,258,37
807,2020-10-22,0-17,1106,0,0
808,2020-10-22,18-39,6477,5,1
809,2020-10-22,40-64,5404,72,22
810,2020-10-22,65+,1704,267,36
811,2020-10-23,0-17,1143,0,0
812,2020-10-23,18-39,6690,5,1
813,2020-10-23,40-64,5563,72,23
814,2020-10-23,65+,1733,273,35
815,2020-10-24,0-17,1196,0,0
816,2020-10-24,18-39,6935,5,1
817,2020-10-24,40-64,5714,73,24
818,2020-10-24,65+,1774,273,37
819,2020-10-25,0-17,1233,0,0
820,2020-10-25,18-39,7135,5,1
821,2020-10-25,40-64,5832,73,25
822,2020-10-25,65+,1818,279,31
823,2020-10-26,0-17,1269,0,0
824,2020-10-26,18-39,7307,5,1
825,2020-10-26,40-64,5971,74,27
826,2020-10-26,65+,1849,282,36
827,2020-10-27,0-17,1309,0,0
828,2020-10-27,18-39,7621,5,1
829,2020-10-27,40-64,6172,76,33
830,2020-10-27,65+,1905,287,36
831,2020-10-28,0-17,1364,0,0
832,2020-10-28,18-39,7996,5,1
833,2020-10-28,40-64,6427,78,38
834,2020-10-28,65+,1963,292,36
835,2020-10-29,0-17,1410,0,0
836,2020-10-29,18-39,8292,5,1
837,2020-10-29,40-64,6656,80,39
838,2020-10-29,65+,2015,296,41
